3.272205355920220427e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.272205355920220427e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.272205355920220427e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.144423779320485664e+03,6.866458484284360964e+01,2.197311763676595975e-02,1.204428439889076718e-01,4.785206838510445287e-02,2.054846160586386732e-09,9.512697575887039125e-01
3.004698214672527683e+03,6.784131793026568857e+01,2.193111081712029176e-02,1.222205718285810372e-01,7.426798859619923587e-02,2.174267935651698157e-09,9.542682427114121957e-01
3.004698214672527683e+03,6.784131793026568857e+01,2.193111081712029176e-02,1.222205718285810372e-01,7.426798859619923587e-02,2.174267935651698157e-09,9.542682427114121957e-01
3.004698214672527683e+03,6.784131793026568857e+01,2.193111081712029176e-02,1.222205718285810372e-01,7.426798859619923587e-02,2.174267935651698157e-09,9.542682427114121957e-01
2.899022429523352912e+03,6.627021320512476166e+01,2.190239652893717290e-02,1.259035852757511009e-01,4.621728787182775161e-02,2.078856474176746953e-09,9.476533438460017500e-01
2.899022429523352912e+03,6.627021320512476166e+01,2.190239652893717290e-02,1.259035852757511009e-01,4.621728787182775161e-02,2.078856474176746953e-09,9.476533438460017500e-01
2.841982478661539972e+03,6.611563951522312266e+01,2.189556379655149473e-02,1.263130143297551689e-01,4.237633113533930546e-02,2.069202606841707472e-09,9.484477529628825287e-01
2.841982478661539972e+03,6.611563951522312266e+01,2.189556379655149473e-02,1.263130143297551689e-01,4.237633113533930546e-02,2.069202606841707472e-09,9.484477529628825287e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.799417240869240686e+03,6.565187655657504706e+01,2.183906229435270477e-02,1.282344354846169654e-01,6.565325938658149452e-02,2.178894981046161755e-09,9.541700805271819963e-01
2.754099353472370240e+03,6.540337511445795826e+01,2.182732316923607571e-02,1.283076893259651186e-01,7.882223633702167831e-02,2.234706343110895859e-09,9.565291418797736700e-01
2.754099353472370240e+03,6.540337511445795826e+01,2.182732316923607571e-02,1.283076893259651186e-01,7.882223633702167831e-02,2.234706343110895859e-09,9.565291418797736700e-01
2.753758316547630784e+03,6.598916346694690560e+01,2.184534389273167995e-02,1.271075557866217509e-01,3.511471221062614084e-02,2.042961647494607912e-09,9.628192813836509156e-01
2.708187981875533296e+03,6.670667260645359420e+01,2.181617003446239059e-02,1.247339262714439317e-01,4.956184782671902572e-02,2.094759053040076954e-09,9.713201373362830848e-01
2.708187981875533296e+03,6.670667260645359420e+01,2.181617003446239059e-02,1.247339262714439317e-01,4.956184782671902572e-02,2.094759053040076954e-09,9.713201373362830848e-01
